UniqueID,TempID,Collector,Apidae,Diptera,Apicystis,Ascosphaera,Aspergillus,CrithidiaSpp,CrithidiaBombi,CrithidiaExpoeki,NosemaCeranae,NosemaBombi,Order,Family,Genus,SubGenus,Species,Determiner,Date,Lat,Long
SF1214,1214,HP,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1215,1215,HP,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/6/19,38.6348936,-121.9974158
SF1216,1216,HP,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1217,1217,HP,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1218,1218,HP,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1219,1219,ML,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1220,1220,ML,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1221,1221,ML,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1222,1222,ML,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1223,1223,ML,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1224,1224,JS,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1225,1225,JS,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1226,1226,JS,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/6/19,38.6348936,-121.9974158
SF1227,1227,JS,1,,,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,6/6/19,38.6348936,-121.9974158
SF1228,1228,JS,1,,,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,6/6/19,38.6348936,-121.9974158
SF1229,1229,JS,1,,,,,,,1,,1,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,6/6/19,38.6348936,-121.9974158
SF1230,1230,JS,1,,,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,6/6/19,38.6348936,-121.9974158
SF1231,1231,JS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,6/6/19,38.6348936,-121.9974158
SF1232,1232,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/6/19,38.6348936,-121.9974158
SF1233,1233,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/6/19,38.6348936,-121.9974158
SF1234,1234,JS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,6/6/19,38.6348936,-121.9974158
SF1235,1235,JS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,6/6/19,38.6348936,-121.9974158
SF1236,1236,JS,,,,,,,,,,,,,,,,,6/6/19,38.6348936,-121.9974158
SF1237,1237,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1238,1238,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1239,1239,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1240,1240,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1241,1241,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1242,1242,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1243,1243,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1244,1244,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1245,1245,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1246,1246,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1247,1247,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1248,1248,JS,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,volucris,A.Onos,6/10/19,38.6805569,-121.9396055
SF1249,1249,JS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,6/10/19,38.6805569,-121.9396055
SF1250,1250,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.6805569,-121.9396055
SF1251,1251,JS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.6805569,-121.9396055
SF1252,1252,JS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1253,1253,JS,,,,,,,,,,,,,,,,,6/10/19,38.6805569,-121.9396055
SF1254,1254,JS,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/10/19,38.6805569,-121.9396055
SF1255,1255,JS,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/10/19,38.6805569,-121.9396055
SF1256,1256,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.6805569,-121.9396055
SF1257,1257,JS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.6805569,-121.9396055
SF1258,1258,JS,1,,,,,,,,,1,Hymenoptera,Apidae,Melissodes,,robustior,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1259,1259,JS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1260,1260,JS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1261,1261,JS,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1262,1262,JS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/10/19,38.6805569,-121.9396055
SF1263,1263,JS,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/10/19,38.6805569,-121.9396055
SF1264,1264,JS,1,,,1,,,1,1,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1265,1265,JS,1,,,1,,1,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1266,1266,JS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1267,1267,JS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,robustior,H.Cohen,6/10/19,38.6805569,-121.9396055
SF1268,1268,JS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/10/19,38.6805569,-121.9396055
SF1269,1269,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1270,1270,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1271,1271,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1272,1272,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1273,1273,GS,1,,,1,,1,,,,1,Hymenoptera,Apidae,Diadasia,,enavata,K.Watrous,6/10/19,38.591119,-121.968234
SF1274,1274,GS,1,,,,,1,,,,1,Hymenoptera,Apidae,Diadasia,,enavata,K.Watrous,6/10/19,38.591119,-121.968234
SF1275,1275,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1276,1276,GS,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1277,1277,GS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1278,1278,GS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1279,1279,GS,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1280,1280,GS,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,lupina,K.Watrous,6/10/19,38.591119,-121.968234
SF1281,1281,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1282,1282,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1283,1283,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1284,1284,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1285,1285,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1286,1286,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1287,1287,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1288,1288,GS,,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1289,1289,GS,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1290,1290,GS,1,,,1,,,,,,,Hymenoptera,Apidae,Diadasia,,enavata,K.Watrous,6/10/19,38.591119,-121.968234
SF1291,1291,GS,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/10/19,38.591119,-121.968234
SF1292,1292,GS,1,,,1,,1,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1293,1293,GS,1,,,1,,,,1,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1294,1294,GS,1,,1,,,1,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1295,1295,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1296,1296,GS,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.591119,-121.968234
SF1297,1297,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1298,1298,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1299,1299,GS,,1,,,,,,,,,Diptera,Syrphidae,Eupeodes,,fumipennis,A.Onos,6/10/19,38.591119,-121.968234
SF1300,1300,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1301,1301,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1302,1302,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1303,1303,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1304,1304,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1305,1305,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/10/19,38.591119,-121.968234
SF1306,1306,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1307,1307,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1308,1308,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1309,1309,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1310,1310,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1311,1311,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1312,1312,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1313,1313,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1314,1314,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1315,1315,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1316,1316,GS,,,,,,,,,,,,,,,,,6/10/19,38.591119,-121.968234
SF1317,1317,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1318,1318,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1319,1319,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1320,1320,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1321,1321,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1322,1322,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1323,1323,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1324,1324,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1325,1325,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1326,1326,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1327,1327,ML,1,,,,,,,,,,Hymenoptera,Apidae,Bombus,Thoracobombus,californicus,K.Watrous,6/10/19,38.6950114,-121.8905656
SF1328,1328,ML,1,,1,,,,,,,1,Hymenoptera,Apidae,Xylocopa,Notoxylocopa,tabaniformis,K.Watrous,6/10/19,38.6950114,-121.8905656
SF1329,1329,ML,1,,,,,,,,,,Hymenoptera,Apidae,Bombus,Thoracobombus,californicus,K.Watrous,6/10/19,38.6950114,-121.8905656
SF1330,1330,ML,1,,,1,,,,,1,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1331,1331,ML,1,,,1,,,,,,1,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1332,1332,ML,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1333,1333,ML,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/10/19,38.6950114,-121.8905656
SF1334,1334,ML,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/10/19,38.6950114,-121.8905656
SF1335,1335,ML,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/10/19,38.6950114,-121.8905656
SF1336,1336,ML,,,,,,,,,,,Diptera,Syrphidae,Paragus,,sp,A.Onos,6/10/19,38.6950114,-121.8905656
SF1337,1337,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1338,1338,ML,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1339,1339,ML,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1340,1340,ML,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1341,1341,ML,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1342,1342,ML,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1343,1343,ML,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1344,1344,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1345,1345,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1346,1346,ML,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1347,1347,ML,1,,,,,1,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1348,1348,ML,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/10/19,38.6950114,-121.8905656
SF1349,1349,ML,,,,,,,,,,,Diptera,Syrphidae,Eupeodes,,volucris,A.Onos,6/10/19,38.6950114,-121.8905656
SF1350,1350,ML,,,,,,,,,,,,,,,,,6/10/19,38.6950114,-121.8905656
SF1351,1351,ML,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1352,1352,ML,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1353,1353,ML,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1354,1354,ML,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1355,1355,ML,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1356,1356,ML,1,,1,1,,,,,1,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1357,1357,ML,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1358,1358,ML,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1359,1359,ML,1,,,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1360,1360,ML,1,,1,,,1,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1361,1361,ML,,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1362,1362,ML,,1,,,,1,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1363,1363,ML,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/11/19,38.649792,-121.980569
SF1364,1364,ML,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.649792,-121.980569
SF1365,1365,ML,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1366,1366,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1367,1367,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1368,1368,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1369,1369,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1370,1370,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1371,1371,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1372,1372,HP,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1373,1373,HP,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1374,1374,HP,1,,,,,,1,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1375,1375,HP,1,,1,1,,,1,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1376,1376,HP,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1377,1377,HP,1,,1,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.649792,-121.980569
SF1378,1378,HP,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/11/19,38.649792,-121.980569
SF1379,1379,HP,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.649792,-121.980569
SF1380,1380,HP,1,,,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/11/19,38.649792,-121.980569
SF1381,1381,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1382,1382,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1383,1383,HP,,,,,,,,,,,,,,,,,6/11/19,38.649792,-121.980569
SF1384,1384,GS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,micrura,A.Onos,6/11/19,38.576408,-121.971003
SF1385,1385,GS,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/11/19,38.576408,-121.971003
SF1386,1386,GS,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/11/19,38.576408,-121.971003
SF1387,1387,GS,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/11/19,38.576408,-121.971003
SF1388,1388,GS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1389,1389,GS,,,,,,,,,,,Diptera,Syrphidae,Syritta,,pipiens,A.Onos,6/11/19,38.576408,-121.971003
SF1390,1390,GS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1391,1391,GS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1392,1392,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1393,1393,GS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1394,1394,GS,,1,,,,,,,,,Diptera,Syrphidae,Eupeodes,,volucris,A.Onos,6/11/19,38.576408,-121.971003
SF1395,1395,GS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1396,1396,GS,,1,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1397,1397,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1398,1398,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1399,1399,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1400,1400,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1401,1401,GS,1,,,,,,,,1,,Hymenoptera,Apidae,Bombus,Thoracobombus,californicus,K.Watrous,6/11/19,38.576408,-121.971003
SF1402,1402,GS,,,,1,,,,,1,,Hymenoptera,Apidae,Svastra,,obliqua,K.Watrous,6/11/19,38.576408,-121.971003
SF1403,1403,GS,1,,1,1,,,,,,,Hymenoptera,Apidae,Svastra,,obliqua,K.Watrous,6/11/19,38.576408,-121.971003
SF1404,1404,GS,1,,1,,,,,,,,Hymenoptera,Apidae,Svastra,,obliqua,K.Watrous,6/11/19,38.576408,-121.971003
SF1405,1405,GS,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,H.Cohen,6/11/19,38.576408,-121.971003
SF1406,1406,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1407,1407,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1408,1408,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1409,1409,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1410,1410,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1411,1411,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1412,1412,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1413,1413,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1414,1414,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1415,1415,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1416,1416,GS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1417,1417,JS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1418,1418,JS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1419,1419,JS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1420,1420,JS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1421,1421,JS,1,,,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,6/11/19,38.576408,-121.971003
SF1422,1422,JS,1,,1,,,,,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,6/11/19,38.576408,-121.971003
SF1423,1423,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/11/19,38.576408,-121.971003
SF1424,1424,JS,1,,,,,,1,,,,Hymenoptera,Halictidae,Halictus,Seladonia,tripartitus,H.Cohen,6/11/19,38.576408,-121.971003
SF1425,1425,JS,1,,1,,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/11/19,38.576408,-121.971003
SF1426,1426,JS,1,,,1,,,,,,,Hymenoptera,Halictidae,Lasioglossum,Dialictus,incompletum,D.Yanega,6/11/19,38.576408,-121.971003
SF1427,1427,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1428,1428,JS,,1,,,,,,,,,Diptera,Syrphidae,Allograpta,,obliqua,A.Onos,6/11/19,38.576408,-121.971003
SF1429,1429,JS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1430,1430,JS,,,,,,,,,,,Diptera,Syrphidae,Allograpta,,exotica,A.Onos,6/11/19,38.576408,-121.971003
SF1431,1431,JS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
SF1432,1432,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1433,1433,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1434,1434,JS,,,,,,,,,,,Diptera,Syrphidae,Toxomerus,,marginatus,A.Onos,6/11/19,38.576408,-121.971003
SF1435,1435,JS,,,1,,,,,,,1,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/11/19,38.576408,-121.971003
SF1436,1436,JS,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/11/19,38.576408,-121.971003
SF1437,1437,JS,1,,,,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/11/19,38.576408,-121.971003
SF1438,1438,JS,1,,1,1,,,,,,,Hymenoptera,Apidae,Melissodes,,agilis,K.Watrous,6/11/19,38.576408,-121.971003
SF1439,1439,JS,,,,,,,,,,,,,,,,,6/11/19,38.576408,-121.971003
